txn_id,txn_number,store_id,txn_datetime,customer_id,payment_method,total_items,subtotal_amount,tax_amount,discount_amount,total_amount,created_at
3400,TXN-003400,1,2024-12-13 11:10:28,,EWALLET,4,71.33,5.67,0.42,76.58,2024-12-13 11:10:28
3401,TXN-003401,1,2024-12-13 16:00:26,,EWALLET,9,229.23,18.24,1.09,246.38,2024-12-13 16:00:26
3402,TXN-003402,1,2025-03-28 17:10:31,300,CARD,3,18.76,1.5,0.0,20.26,2025-03-28 17:10:31
3403,TXN-003403,1,2025-02-27 16:26:16,289,EWALLET,10,308.84,24.3,5.14,328.0,2025-02-27 16:26:16
3404,TXN-003404,1,2024-02-21 11:33:41,,CASH,9,309.32,24.74,0.0,334.06,2024-02-21 11:33:41
3405,TXN-003405,1,2025-01-26 13:00:37,457,CARD,14,195.3,15.33,3.72,206.91,2025-01-26 13:00:37
3406,TXN-003406,1,2024-06-09 13:31:33,280,CARD,15,209.92,15.61,14.71,210.82,2024-06-09 13:31:33
3407,TXN-003407,1,2024-06-07 16:28:00,,CARD,18,339.64,27.16,0.0,366.8,2024-06-07 16:28:00
3408,TXN-003408,1,2025-02-10 14:34:35,469,CARD,3,97.98,7.83,0.0,105.81,2025-02-10 14:34:35
3409,TXN-003409,1,2024-05-06 11:31:17,72,CARD,7,198.99,15.7,2.72,211.97,2024-05-06 11:31:17
3410,TXN-003410,1,2024-09-21 14:09:29,,CARD,10,189.79,14.48,8.85,195.42,2024-09-21 14:09:29
3411,TXN-003411,1,2024-02-22 16:59:27,,CARD,3,68.99,5.52,0.0,74.51,2024-02-22 16:59:27
3412,TXN-003412,1,2024-05-01 16:35:48,,CASH,14,235.28,18.81,0.0,254.09,2024-05-01 16:35:48
3413,TXN-003413,1,2024-10-26 17:51:26,,CARD,6,179.36,14.25,1.27,192.34,2024-10-26 17:51:26
3414,TXN-003414,1,2025-03-27 17:26:12,191,EWALLET,7,132.04,10.55,0.18,142.41,2025-03-27 17:26:12
3415,TXN-003415,1,2024-11-12 14:21:50,,CARD,14,306.19,24.5,0.0,330.69,2024-11-12 14:21:50
3416,TXN-003416,1,2024-12-12 19:03:25,172,CARD,6,204.38,16.35,0.0,220.73,2024-12-12 19:03:25
3417,TXN-003417,1,2024-01-16 19:54:05,,CARD,4,116.4,9.31,0.0,125.71,2024-01-16 19:54:05
3418,TXN-003418,1,2024-02-04 21:10:41,198,CARD,12,153.72,11.45,10.61,154.56,2024-02-04 21:10:41
3419,TXN-003419,1,2024-02-23 16:13:46,444,CARD,11,226.06,17.91,2.2,241.77,2024-02-23 16:13:46
3420,TXN-003420,1,2024-01-04 12:25:58,,CASH,6,194.67,15.57,0.0,210.24,2024-01-04 12:25:58
3421,TXN-003421,1,2024-02-28 14:16:50,183,CARD,11,185.13,14.82,0.0,199.95,2024-02-28 14:16:50
3422,TXN-003422,1,2024-05-19 17:17:19,,CARD,10,276.48,19.62,31.12,264.98,2024-05-19 17:17:19
3423,TXN-003423,1,2024-04-04 13:48:03,,EWALLET,6,41.09,3.16,1.59,42.66,2024-04-04 13:48:03
3424,TXN-003424,1,2024-02-06 20:23:18,294,CASH,11,135.22,10.74,0.94,145.02,2024-02-06 20:23:18
3425,TXN-003425,1,2024-12-07 20:46:55,129,CARD,27,527.33,41.21,12.18,556.36,2024-12-07 20:46:55
3426,TXN-003426,1,2024-09-10 15:05:39,,CARD,5,136.34,10.5,5.08,141.76,2024-09-10 15:05:39
3427,TXN-003427,1,2024-10-16 10:30:13,201,CASH,6,100.32,7.85,2.25,105.92,2024-10-16 10:30:13
3428,TXN-003428,1,2024-08-27 14:23:18,366,CASH,7,175.41,14.04,0.0,189.45,2024-08-27 14:23:18
3429,TXN-003429,1,2024-07-13 19:27:52,,CARD,16,233.77,17.69,12.63,238.83,2024-07-13 19:27:52
3430,TXN-003430,1,2024-07-14 21:40:57,264,CARD,12,406.75,30.14,30.16,406.73,2024-07-14 21:40:57
3431,TXN-003431,1,2025-03-08 19:17:03,99,CARD,13,239.41,17.5,20.64,236.27,2025-03-08 19:17:03
3432,TXN-003432,1,2025-05-01 17:17:37,404,CARD,13,69.01,5.53,0.0,74.54,2025-05-01 17:17:37
3433,TXN-003433,1,2024-07-11 16:03:15,,CARD,12,118.9,9.5,0.16,128.24,2024-07-11 16:03:15
3434,TXN-003434,1,2025-05-01 19:55:17,140,CASH,8,121.98,9.76,0.0,131.74,2025-05-01 19:55:17
3435,TXN-003435,1,2024-06-29 17:07:37,446,EWALLET,6,190.07,14.39,10.19,194.27,2024-06-29 17:07:37
3436,TXN-003436,1,2025-02-21 17:21:38,164,CARD,11,154.44,12.19,2.12,164.51,2025-02-21 17:21:38
3437,TXN-003437,1,2024-03-30 13:58:24,,CARD,9,140.59,10.65,7.53,143.71,2024-03-30 13:58:24
3438,TXN-003438,1,2024-01-14 22:40:21,489,CASH,20,317.67,24.76,8.16,334.27,2024-01-14 22:40:21
3439,TXN-003439,1,2024-06-27 11:33:03,,EWALLET,6,135.25,10.82,0.0,146.07,2024-06-27 11:33:03
3440,TXN-003440,1,2025-01-12 17:34:25,,CASH,13,318.29,24.69,9.81,333.17,2025-01-12 17:34:25
3441,TXN-003441,1,2024-06-19 17:04:36,305,CARD,7,154.53,12.36,0.0,166.89,2024-06-19 17:04:36
3442,TXN-003442,1,2025-02-28 20:34:25,468,CARD,22,315.46,24.49,9.48,330.47,2025-02-28 20:34:25
3443,TXN-003443,1,2025-03-22 16:39:45,404,CASH,9,204.76,15.98,5.14,215.6,2025-03-22 16:39:45
3444,TXN-003444,1,2024-01-25 20:56:59,146,CARD,7,107.95,8.64,0.0,116.59,2024-01-25 20:56:59
3445,TXN-003445,1,2024-12-14 13:43:41,387,CARD,8,202.44,15.71,6.08,212.07,2024-12-14 13:43:41
3446,TXN-003446,1,2025-05-02 15:40:39,328,CARD,6,169.63,13.57,0.0,183.2,2025-05-02 15:40:39
3447,TXN-003447,1,2024-09-11 11:37:10,,EWALLET,12,275.94,21.9,2.28,295.56,2024-09-11 11:37:10
3448,TXN-003448,1,2024-10-26 19:09:48,190,EWALLET,12,282.93,21.36,15.88,288.41,2024-10-26 19:09:48
3449,TXN-003449,1,2025-02-08 18:56:05,,EWALLET,15,132.86,10.58,0.72,142.72,2025-02-08 18:56:05
3450,TXN-003450,1,2024-04-20 16:53:43,482,CASH,13,234.97,17.86,11.86,240.97,2024-04-20 16:53:43
3451,TXN-003451,1,2024-12-17 13:29:04,372,CARD,8,218.41,17.39,0.95,234.85,2024-12-17 13:29:04
3452,TXN-003452,1,2025-03-06 18:06:33,187,CASH,15,294.6,23.58,0.0,318.18,2025-03-06 18:06:33
3453,TXN-003453,1,2024-02-23 18:06:37,,EWALLET,12,248.07,19.44,4.94,262.57,2024-02-23 18:06:37
3454,TXN-003454,1,2024-11-12 11:22:20,273,CASH,12,265.1,21.21,0.0,286.31,2024-11-12 11:22:20
3455,TXN-003455,1,2024-04-12 08:53:17,105,CASH,11,187.84,15.02,0.0,202.86,2024-04-12 08:53:17
3456,TXN-003456,1,2024-07-01 18:01:03,251,EWALLET,10,159.67,12.57,2.49,169.75,2024-07-01 18:01:03
3457,TXN-003457,1,2024-10-08 13:03:05,,CARD,4,118.6,9.49,0.0,128.09,2024-10-08 13:03:05
3458,TXN-003458,1,2024-11-21 13:58:24,,CASH,4,132.52,10.46,1.83,141.15,2024-11-21 13:58:24
3459,TXN-003459,1,2024-04-20 15:53:03,389,CARD,18,438.48,32.76,28.89,442.35,2024-04-20 15:53:03
3460,TXN-003460,1,2024-08-09 14:28:03,63,EWALLET,9,149.62,11.78,2.19,159.21,2024-08-09 14:28:03
3461,TXN-003461,1,2024-05-11 21:00:48,,CARD,16,347.59,24.7,38.87,333.42,2024-05-11 21:00:48
3462,TXN-003462,1,2024-11-09 16:03:43,78,CARD,10,173.5,13.83,0.62,186.71,2024-11-09 16:03:43
3463,TXN-003463,1,2025-01-20 13:14:14,,CARD,7,116.04,9.15,1.68,123.51,2025-01-20 13:14:14
3464,TXN-003464,1,2024-12-11 17:55:28,319,CARD,14,237.78,19.02,0.0,256.8,2024-12-11 17:55:28
3465,TXN-003465,1,2024-04-15 21:23:44,483,CARD,10,167.05,13.22,1.82,178.45,2024-04-15 21:23:44
3466,TXN-003466,1,2024-02-10 13:06:29,463,CARD,10,257.89,19.38,15.69,261.58,2024-02-10 13:06:29
3467,TXN-003467,1,2024-06-04 16:09:41,158,CARD,6,179.08,14.22,1.24,192.06,2024-06-04 16:09:41
3468,TXN-003468,1,2024-09-12 16:03:56,288,CASH,3,89.16,7.14,0.0,96.3,2024-09-12 16:03:56
3469,TXN-003469,1,2025-01-21 16:21:22,,CARD,3,65.45,5.06,2.21,68.3,2025-01-21 16:21:22
3470,TXN-003470,1,2024-08-12 13:03:08,202,CARD,10,134.57,10.68,0.96,144.29,2024-08-12 13:03:08
3471,TXN-003471,1,2024-09-03 13:37:29,,EWALLET,14,319.49,25.54,0.29,344.74,2024-09-03 13:37:29
3472,TXN-003472,1,2024-05-09 13:18:38,134,CARD,14,272.28,21.61,2.16,291.73,2024-05-09 13:18:38
3473,TXN-003473,1,2025-01-04 16:18:44,369,CARD,10,82.15,6.3,3.41,85.04,2025-01-04 16:18:44
3474,TXN-003474,1,2024-11-21 19:56:45,,CASH,8,207.26,16.34,3.14,220.46,2024-11-21 19:56:45
3475,TXN-003475,1,2024-01-06 17:32:45,349,CASH,15,382.48,28.08,31.41,379.15,2024-01-06 17:32:45
3476,TXN-003476,1,2024-04-02 13:18:54,,CARD,9,160.51,12.65,2.3,170.86,2024-04-02 13:18:54
3477,TXN-003477,1,2024-11-03 10:50:15,148,CARD,16,402.96,29.74,31.26,401.44,2024-11-03 10:50:15
3478,TXN-003478,1,2024-09-24 17:54:14,,CARD,9,191.81,15.09,3.09,203.81,2024-09-24 17:54:14
3479,TXN-003479,1,2024-08-25 15:45:23,390,CASH,13,169.97,13.24,4.53,178.68,2024-08-25 15:45:23
3480,TXN-003480,1,2024-01-04 08:07:30,,CARD,9,119.85,9.18,5.09,123.94,2024-01-04 08:07:30
3481,TXN-003481,1,2024-07-23 20:21:49,406,CARD,7,225.52,17.94,1.27,242.19,2024-07-23 20:21:49
3482,TXN-003482,1,2024-09-30 13:21:33,,EWALLET,4,54.36,4.31,0.55,58.12,2024-09-30 13:21:33
3483,TXN-003483,1,2025-03-14 16:22:58,244,CARD,12,285.03,22.8,0.0,307.83,2025-03-14 16:22:58
3484,TXN-003484,1,2024-07-16 14:43:57,111,CASH,13,237.15,18.47,6.25,249.37,2024-07-16 14:43:57
3485,TXN-003485,1,2024-11-03 15:08:11,270,CARD,18,308.5,22.42,28.3,302.62,2024-11-03 15:08:11
3486,TXN-003486,1,2025-01-22 19:15:09,9,CARD,8,166.04,13.02,3.28,175.78,2025-01-22 19:15:09
3487,TXN-003487,1,2024-08-17 08:59:36,231,EWALLET,17,277.26,21.8,4.72,294.34,2024-08-17 08:59:36
3488,TXN-003488,1,2025-04-04 18:13:13,,CARD,3,29.33,2.34,0.0,31.67,2025-04-04 18:13:13
3489,TXN-003489,1,2024-06-02 21:43:43,36,CASH,13,237.39,18.2,9.84,245.75,2024-06-02 21:43:43
3490,TXN-003490,1,2024-09-16 22:44:10,,CASH,13,371.13,29.43,3.25,397.31,2024-09-16 22:44:10
3491,TXN-003491,1,2025-05-02 14:14:18,,CASH,9,97.09,7.68,1.08,103.69,2025-05-02 14:14:18
3492,TXN-003492,1,2024-02-23 09:01:35,212,CARD,5,50.21,4.02,0.0,54.23,2024-02-23 09:01:35
3493,TXN-003493,1,2025-02-25 21:21:27,,CARD,5,40.85,3.19,0.96,43.08,2025-02-25 21:21:27
3494,TXN-003494,1,2024-11-17 12:16:07,,CARD,12,244.37,17.88,20.84,241.41,2024-11-17 12:16:07
3495,TXN-003495,1,2024-03-07 18:45:50,182,CARD,7,91.72,7.34,0.0,99.06,2024-03-07 18:45:50
3496,TXN-003496,1,2024-06-21 09:20:14,473,CASH,7,68.83,5.49,0.09,74.23,2024-06-21 09:20:14
3497,TXN-003497,1,2025-04-01 13:58:39,40,EWALLET,12,256.12,20.49,0.0,276.61,2025-04-01 13:58:39
3498,TXN-003498,1,2025-04-12 17:29:35,,CARD,8,190.15,13.97,15.51,188.61,2025-04-12 17:29:35
3499,TXN-003499,1,2024-04-29 08:36:49,372,CARD,5,109.86,8.78,0.0,118.64,2024-04-29 08:36:49
3500,TXN-003500,1,2024-09-01 20:27:29,88,CARD,9,254.55,19.92,5.51,268.96,2024-09-01 20:27:29
3501,TXN-003501,1,2024-10-01 20:43:46,,CARD,5,119.86,9.59,0.0,129.45,2024-10-01 20:43:46
3502,TXN-003502,1,2024-10-10 13:25:15,,CARD,14,325.52,25.55,6.45,344.62,2024-10-10 13:25:15
3503,TXN-003503,1,2024-01-11 08:34:23,,CASH,9,247.06,19.53,2.9,263.69,2024-01-11 08:34:23
3504,TXN-003504,1,2024-10-23 09:23:26,54,CARD,9,225.03,17.46,6.73,235.76,2024-10-23 09:23:26
3505,TXN-003505,1,2024-07-05 17:41:59,,EWALLET,6,161.37,12.7,2.62,171.45,2024-07-05 17:41:59
3506,TXN-003506,1,2024-11-03 08:55:19,307,CARD,17,283.41,21.18,18.74,285.85,2024-11-03 08:55:19
3507,TXN-003507,1,2024-11-27 20:22:41,,CASH,15,258.23,19.83,10.58,267.48,2024-11-27 20:22:41
3508,TXN-003508,1,2024-10-13 13:09:20,,CARD,7,69.42,5.5,0.61,74.31,2024-10-13 13:09:20
3509,TXN-003509,1,2024-02-03 14:12:28,80,EWALLET,16,449.47,32.91,37.98,444.4,2024-02-03 14:12:28
3510,TXN-003510,1,2025-03-05 10:53:51,413,CARD,2,42.62,3.27,1.74,44.15,2025-03-05 10:53:51
3511,TXN-003511,1,2024-03-23 17:21:02,376,CARD,7,211.54,15.42,18.82,208.14,2024-03-23 17:21:02
3512,TXN-003512,1,2024-07-11 14:20:52,408,CARD,8,122.25,9.38,5.08,126.55,2024-07-11 14:20:52
3513,TXN-003513,1,2025-05-04 08:27:57,433,CARD,9,130.57,9.91,6.59,133.89,2025-05-04 08:27:57
3514,TXN-003514,1,2024-09-25 16:41:21,,CARD,5,40.87,3.27,0.0,44.14,2024-09-25 16:41:21
3515,TXN-003515,1,2024-11-06 10:04:50,148,CASH,5,158.06,12.13,6.42,163.77,2024-11-06 10:04:50
3516,TXN-003516,1,2024-08-27 14:11:07,13,CARD,18,286.33,22.45,5.74,303.04,2024-08-27 14:11:07
3517,TXN-003517,1,2024-03-14 10:32:51,27,EWALLET,3,43.76,3.5,0.0,47.26,2024-03-14 10:32:51
3518,TXN-003518,1,2024-07-03 18:38:57,404,CARD,11,203.74,16.01,3.64,216.11,2024-07-03 18:38:57
3519,TXN-003519,1,2025-01-30 17:00:25,,CARD,14,326.07,26.06,0.27,351.86,2025-01-30 17:00:25
3520,TXN-003520,1,2024-10-26 12:56:43,,CARD,16,393.6,29.4,26.07,396.93,2024-10-26 12:56:43
3521,TXN-003521,1,2024-02-24 18:41:28,,CARD,7,140.24,11.09,1.72,149.61,2024-02-24 18:41:28
3522,TXN-003522,1,2024-11-04 18:11:09,455,CASH,10,301.86,24.14,0.0,326.0,2024-11-04 18:11:09
3523,TXN-003523,1,2024-07-26 13:15:41,375,CARD,13,103.0,8.04,2.52,108.52,2024-07-26 13:15:41
3524,TXN-003524,1,2024-08-19 13:29:33,,EWALLET,14,239.92,19.2,0.0,259.12,2024-08-19 13:29:33
3525,TXN-003525,1,2024-03-22 13:35:37,475,CARD,8,94.74,7.58,0.0,102.32,2024-03-22 13:35:37
3526,TXN-003526,1,2024-04-25 12:08:52,425,CARD,6,123.15,9.36,6.15,126.36,2024-04-25 12:08:52
3527,TXN-003527,1,2024-05-11 13:08:13,,EWALLET,15,422.12,32.84,11.66,443.3,2024-05-11 13:08:13
3528,TXN-003528,1,2024-09-25 18:33:56,,EWALLET,6,114.24,9.08,0.75,122.57,2024-09-25 18:33:56
3529,TXN-003529,1,2024-03-23 18:34:04,,CARD,7,68.87,5.32,2.32,71.87,2024-03-23 18:34:04
3530,TXN-003530,1,2024-11-06 10:04:53,,EWALLET,4,167.59,13.22,2.3,178.51,2024-11-06 10:04:53
3531,TXN-003531,1,2025-05-12 13:07:10,450,CARD,15,255.44,20.26,2.14,273.56,2025-05-12 13:07:10
3532,TXN-003532,1,2024-08-25 22:32:45,,EWALLET,15,276.83,20.3,22.99,274.14,2024-08-25 22:32:45
3533,TXN-003533,1,2024-02-19 14:33:00,71,CARD,16,367.55,28.87,6.68,389.74,2024-02-19 14:33:00
3534,TXN-003534,1,2025-04-07 18:48:16,,EWALLET,5,107.82,8.62,0.0,116.44,2025-04-07 18:48:16
3535,TXN-003535,1,2024-08-30 12:57:09,99,CASH,7,203.4,16.11,2.06,217.45,2024-08-30 12:57:09
3536,TXN-003536,1,2024-06-30 20:20:46,67,CASH,13,246.59,16.53,40.06,223.06,2024-06-30 20:20:46
3537,TXN-003537,1,2024-07-08 20:58:00,170,CASH,7,124.24,9.93,0.0,134.17,2024-07-08 20:58:00
3538,TXN-003538,1,2024-12-21 20:14:20,424,EWALLET,21,320.78,24.74,11.58,333.94,2024-12-21 20:14:20
3539,TXN-003539,1,2024-05-08 16:06:10,352,CARD,12,189.54,14.88,3.48,200.94,2024-05-08 16:06:10
3540,TXN-003540,1,2024-04-25 12:41:13,181,CARD,12,195.42,15.29,4.35,206.36,2024-04-25 12:41:13
3541,TXN-003541,1,2024-12-31 20:01:47,274,CARD,9,171.17,13.69,0.0,184.86,2024-12-31 20:01:47
3542,TXN-003542,1,2024-10-10 18:03:08,,EWALLET,21,441.05,35.24,0.66,475.63,2024-10-10 18:03:08
3543,TXN-003543,1,2024-12-03 13:47:41,456,CARD,7,106.63,8.46,1.03,114.06,2024-12-03 13:47:41
3544,TXN-003544,1,2024-07-29 19:03:27,288,CASH,11,192.29,15.25,1.75,205.79,2024-07-29 19:03:27
3545,TXN-003545,1,2024-03-06 22:11:07,482,CARD,10,251.6,20.03,1.28,270.35,2024-03-06 22:11:07
3546,TXN-003546,1,2024-02-16 14:58:19,,CARD,6,156.89,12.55,0.0,169.44,2024-02-16 14:58:19
3547,TXN-003547,1,2024-10-21 22:12:00,469,EWALLET,10,164.94,13.05,1.68,176.31,2024-10-21 22:12:00
3548,TXN-003548,1,2024-11-04 13:03:09,,CARD,6,113.95,9.12,0.0,123.07,2024-11-04 13:03:09
3549,TXN-003549,1,2024-04-23 15:48:50,,CARD,6,75.78,5.86,2.37,79.27,2024-04-23 15:48:50
3550,TXN-003550,1,2024-11-28 11:45:14,,CASH,4,87.71,6.98,0.46,94.23,2024-11-28 11:45:14
3551,TXN-003551,1,2024-09-09 12:25:18,272,EWALLET,8,95.32,7.54,1.05,101.81,2024-09-09 12:25:18
3552,TXN-003552,1,2025-03-02 11:45:28,243,CARD,12,222.22,16.92,10.74,228.4,2025-03-02 11:45:28
3553,TXN-003553,1,2024-11-18 19:21:05,226,EWALLET,7,145.94,11.58,1.37,156.15,2024-11-18 19:21:05
3554,TXN-003554,1,2024-03-08 15:26:18,261,CASH,7,73.35,5.87,0.0,79.22,2024-03-08 15:26:18
3555,TXN-003555,1,2024-07-21 17:10:17,,CARD,14,261.36,18.43,30.95,248.84,2024-07-21 17:10:17
3556,TXN-003556,1,2025-02-21 15:22:01,315,CARD,7,205.39,16.43,0.0,221.82,2025-02-21 15:22:01
3557,TXN-003557,1,2024-07-06 17:55:28,488,CARD,18,414.29,32.88,3.35,443.82,2024-07-06 17:55:28
3558,TXN-003558,1,2025-01-08 10:47:21,451,CARD,7,152.53,11.79,5.2,159.12,2025-01-08 10:47:21
3559,TXN-003559,1,2025-03-29 14:09:52,119,CASH,16,347.6,27.36,5.67,369.29,2025-03-29 14:09:52
3560,TXN-003560,1,2024-09-09 17:16:56,21,CARD,6,74.19,5.78,1.99,77.98,2024-09-09 17:16:56
3561,TXN-003561,1,2024-05-20 20:37:41,93,CARD,9,95.25,7.63,0.0,102.88,2024-05-20 20:37:41
3562,TXN-003562,1,2025-04-10 10:49:34,,CASH,7,84.09,6.72,0.0,90.81,2025-04-10 10:49:34
3563,TXN-003563,1,2024-12-21 10:29:05,100,CASH,20,311.13,23.25,20.75,313.63,2024-12-21 10:29:05
3564,TXN-003564,1,2025-02-21 17:11:24,394,CARD,6,38.44,3.08,0.0,41.52,2025-02-21 17:11:24
3565,TXN-003565,1,2024-11-07 20:28:36,43,CARD,5,85.03,6.8,0.0,91.83,2024-11-07 20:28:36
3566,TXN-003566,1,2025-02-20 11:26:06,60,CASH,4,47.97,3.66,2.21,49.42,2025-02-20 11:26:06
3567,TXN-003567,1,2024-06-21 16:40:10,,CARD,7,94.01,7.53,0.0,101.54,2024-06-21 16:40:10
3568,TXN-003568,1,2024-04-27 14:52:31,436,CARD,16,217.94,17.11,3.97,231.08,2024-04-27 14:52:31
3569,TXN-003569,1,2024-07-06 15:00:24,,CASH,12,344.72,27.23,4.18,367.77,2024-07-06 15:00:24
3570,TXN-003570,1,2024-08-26 11:58:09,,CASH,17,179.77,14.06,4.04,189.79,2024-08-26 11:58:09
3571,TXN-003571,1,2024-03-01 12:54:06,137,CARD,10,221.45,17.64,0.91,238.18,2024-03-01 12:54:06
3572,TXN-003572,1,2024-04-26 15:29:23,237,EWALLET,9,317.09,24.95,5.24,336.8,2024-04-26 15:29:23
3573,TXN-003573,1,2024-11-16 11:10:27,463,EWALLET,22,533.37,40.11,31.98,541.5,2024-11-16 11:10:27
3574,TXN-003574,1,2025-05-07 17:28:15,,CARD,4,38.27,3.06,0.0,41.33,2025-05-07 17:28:15
3575,TXN-003575,1,2024-10-30 18:56:26,184,EWALLET,9,314.98,24.91,3.48,336.41,2024-10-30 18:56:26
3576,TXN-003576,1,2024-08-20 16:46:32,,CARD,4,95.25,7.5,1.58,101.17,2024-08-20 16:46:32
3577,TXN-003577,1,2024-09-27 19:03:07,,CARD,6,237.28,18.98,0.0,256.26,2024-09-27 19:03:07
3578,TXN-003578,1,2024-09-02 13:45:46,,CARD,6,148.48,11.52,4.56,155.44,2024-09-02 13:45:46
3579,TXN-003579,1,2024-11-12 12:38:20,,CARD,14,349.4,27.15,9.97,366.58,2024-11-12 12:38:20
3580,TXN-003580,1,2025-01-02 11:47:31,,CARD,15,349.51,27.82,1.76,375.57,2025-01-02 11:47:31
3581,TXN-003581,1,2024-05-17 11:12:32,86,EWALLET,15,297.33,23.79,0.0,321.12,2024-05-17 11:12:32
3582,TXN-003582,1,2024-11-16 08:25:55,,CASH,5,85.85,5.92,11.78,79.99,2024-11-16 08:25:55
3583,TXN-003583,1,2024-05-04 15:47:16,314,EWALLET,16,280.43,21.0,17.76,283.67,2024-05-04 15:47:16
3584,TXN-003584,1,2025-04-30 13:32:01,325,CARD,5,57.52,4.6,0.0,62.12,2025-04-30 13:32:01
3585,TXN-003585,1,2024-12-12 15:25:56,262,EWALLET,3,81.17,6.49,0.0,87.66,2024-12-12 15:25:56
3586,TXN-003586,1,2025-03-19 17:45:43,290,CARD,16,183.0,14.62,0.44,197.18,2025-03-19 17:45:43
3587,TXN-003587,1,2024-11-26 16:20:04,,CASH,12,219.65,17.25,4.12,232.78,2024-11-26 16:20:04
3588,TXN-003588,1,2024-11-25 15:56:24,,EWALLET,16,164.22,13.13,0.0,177.35,2024-11-25 15:56:24
3589,TXN-003589,1,2024-12-28 19:45:08,,CARD,7,110.6,8.33,6.46,112.47,2024-12-28 19:45:08
3590,TXN-003590,1,2024-10-03 20:23:14,292,CASH,10,137.34,10.85,1.77,146.42,2024-10-03 20:23:14
3591,TXN-003591,1,2024-05-04 16:15:16,,CARD,14,269.63,20.83,9.32,281.14,2024-05-04 16:15:16
3592,TXN-003592,1,2024-07-14 21:57:59,312,CARD,7,124.55,9.35,7.58,126.32,2024-07-14 21:57:59
3593,TXN-003593,1,2024-11-07 14:34:39,,CARD,9,125.17,10.02,0.0,135.19,2024-11-07 14:34:39
3594,TXN-003594,1,2024-12-09 19:39:15,397,CARD,10,219.42,17.56,0.0,236.98,2024-12-09 19:39:15
3595,TXN-003595,1,2024-01-11 08:47:14,317,CARD,12,216.85,17.16,2.31,231.7,2024-01-11 08:47:14
3596,TXN-003596,1,2024-08-23 12:02:10,259,CASH,13,309.86,24.8,0.0,334.66,2024-08-23 12:02:10
3597,TXN-003597,1,2024-11-14 09:40:33,,CARD,5,185.02,14.73,0.84,198.91,2024-11-14 09:40:33
3598,TXN-003598,1,2024-12-09 10:58:50,,CARD,13,210.73,16.62,3.02,224.33,2024-12-09 10:58:50
3599,TXN-003599,1,2024-01-05 19:55:07,173,EWALLET,13,376.4,30.11,0.0,406.51,2024-01-05 19:55:07
3600,TXN-003600,1,2024-06-28 21:41:38,,CARD,10,178.29,14.14,1.53,190.9,2024-06-28 21:41:38
3601,TXN-003601,1,2024-11-21 17:18:59,405,CARD,3,37.3,2.95,0.36,39.89,2024-11-21 17:18:59
3602,TXN-003602,1,2024-07-19 22:43:14,,CARD,7,248.88,19.92,0.0,268.8,2024-07-19 22:43:14
3603,TXN-003603,1,2024-05-24 14:43:39,332,CARD,10,223.02,17.7,1.61,239.11,2024-05-24 14:43:39
3604,TXN-003604,1,2024-01-17 09:10:03,387,CASH,13,301.76,23.55,7.35,317.96,2024-01-17 09:10:03
3605,TXN-003605,1,2024-05-02 13:10:05,,CARD,4,45.53,3.48,2.01,47.0,2024-05-02 13:10:05
3606,TXN-003606,1,2025-02-15 11:00:11,358,EWALLET,9,216.98,17.36,0.0,234.34,2025-02-15 11:00:11
3607,TXN-003607,1,2025-03-08 12:02:41,488,CARD,7,207.75,15.72,11.2,212.27,2025-03-08 12:02:41
3608,TXN-003608,1,2024-12-28 13:41:06,28,CARD,5,84.57,6.64,1.58,89.63,2024-12-28 13:41:06
3609,TXN-003609,1,2024-04-12 14:05:16,,CARD,8,153.25,12.25,0.0,165.5,2024-04-12 14:05:16
3610,TXN-003610,1,2024-04-14 13:40:29,88,EWALLET,15,258.93,19.66,13.33,265.26,2024-04-14 13:40:29
3611,TXN-003611,1,2025-05-19 14:14:54,,CARD,10,169.94,13.43,2.18,181.19,2025-05-19 14:14:54
3612,TXN-003612,1,2024-05-31 14:44:42,200,CASH,5,118.32,9.26,2.54,125.04,2024-05-31 14:44:42
3613,TXN-003613,1,2025-01-11 12:07:50,93,CARD,11,292.89,22.1,16.62,298.37,2025-01-11 12:07:50
3614,TXN-003614,1,2024-10-14 19:57:02,339,CARD,18,461.9,36.85,1.31,497.44,2024-10-14 19:57:02
3615,TXN-003615,1,2025-01-13 12:04:21,435,CARD,13,200.07,15.98,0.18,215.87,2025-01-13 12:04:21
3616,TXN-003616,1,2025-05-03 16:25:25,123,CARD,14,434.62,33.57,14.84,453.35,2025-05-03 16:25:25
3617,TXN-003617,1,2024-05-13 15:43:28,53,CARD,10,165.64,12.81,5.52,172.93,2024-05-13 15:43:28
3618,TXN-003618,1,2024-04-16 15:12:27,,CASH,15,247.28,19.39,4.9,261.77,2024-04-16 15:12:27
3619,TXN-003619,1,2024-08-03 21:07:24,115,CARD,12,329.93,26.25,1.78,354.4,2024-08-03 21:07:24
3620,TXN-003620,1,2025-01-17 17:49:38,,CARD,11,281.75,22.54,0.0,304.29,2025-01-17 17:49:38
3621,TXN-003621,1,2025-03-07 19:30:56,134,CARD,7,52.98,4.19,0.48,56.69,2025-03-07 19:30:56
3622,TXN-003622,1,2024-01-11 20:56:56,,CARD,11,308.01,24.61,0.47,332.15,2024-01-11 20:56:56
3623,TXN-003623,1,2024-08-22 21:06:41,386,CASH,8,99.42,7.95,0.0,107.37,2024-08-22 21:06:41
