txn_line_id,txn_id,txn_number,line_number,product_id,product_sku,product_name,category,base_unit_price,sale_unit_price,quantity,line_base_amount,line_sale_amount,line_discount_amount,tax_rate_pct,tax_amount,promotion_code,created_at
19139,3860,TXN-003860,2,1,SKU-00001,SparklePro Laundry Detergent,Household,7.75,7.75,2,15.5,15.5,0.0,8.0,1.24,,2024-11-02 15:44:32
19140,3860,TXN-003860,3,30,SKU-00030,DailyBake Muffins,Bakery,11.93,10.14,3,35.79,30.42,5.37,8.0,2.43,MEMBER15,2024-11-02 15:44:32
19141,3860,TXN-003860,4,77,SKU-00077,GreenFields Bananas,Produce,14.99,14.99,2,29.98,29.98,0.0,8.0,2.4,,2024-11-02 15:44:32
19142,3860,TXN-003860,5,148,SKU-00148,SnackTime Trail Mix,Snacks,2.22,2.11,5,11.1,10.55,0.55,8.0,0.84,WEEKEND5,2024-11-02 15:44:32
19143,3861,TXN-003861,1,48,SKU-00048,SparklePro Laundry Detergent,Household,20.57,20.57,2,41.14,41.14,0.0,8.0,3.29,,2024-11-21 13:12:12
19144,3861,TXN-003861,2,137,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery,14.84,14.84,3,44.52,44.52,0.0,8.0,3.56,,2024-11-21 13:12:12
19145,3862,TXN-003862,1,36,SKU-00036,MeadowFresh Cheese,Dairy,35.49,33.72,3,106.47,101.16,5.31,8.0,8.09,WEEKEND5,2024-02-03 18:57:12
19146,3862,TXN-003862,2,50,SKU-00050,GardenFresh Lettuce,Produce,3.43,3.26,1,3.43,3.26,0.17,8.0,0.26,WEEKEND5,2024-02-03 18:57:12
19147,3862,TXN-003862,3,71,SKU-00071,ButcherSelect Pork Chops,Meat,32.36,30.74,1,32.36,30.74,1.62,8.0,2.46,WEEKEND5,2024-02-03 18:57:12
19148,3862,TXN-003862,4,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,12.98,1,16.23,12.98,3.25,8.0,1.04,FLASH20,2024-02-03 18:57:12
19149,3862,TXN-003862,5,14,SKU-00014,CleanHome Paper Towels,Household,29.38,29.38,2,58.76,58.76,0.0,8.0,4.7,,2024-02-03 18:57:12
19150,3862,TXN-003862,6,68,SKU-00068,PrimeChoice Chicken Breast,Meat,17.85,17.85,2,35.7,35.7,0.0,8.0,2.86,,2024-02-03 18:57:12
19151,3862,TXN-003862,7,22,SKU-00022,HarmonyCare Hand Soap,Personal Care,8.99,8.54,2,17.98,17.08,0.9,8.0,1.37,WEEKEND5,2024-02-03 18:57:12
19152,3862,TXN-003862,8,134,SKU-00134,HarmonyCare Body Wash,Personal Care,8.59,7.3,2,17.18,14.6,2.58,8.0,1.17,MEMBER15,2024-02-03 18:57:12
19153,3862,TXN-003862,9,106,SKU-00106,ThirstQuench Green Tea,Beverages,5.43,4.89,3,16.29,14.67,1.62,8.0,1.17,PROMO10,2024-02-03 18:57:12
19154,3863,TXN-003863,1,132,SKU-00132,FarmHouse Milk,Dairy,27.3,27.3,2,54.6,54.6,0.0,8.0,4.37,,2024-05-26 18:09:03
19155,3863,TXN-003863,2,42,SKU-00042,BlueOcean Prawns,Seafood,12.73,10.82,2,25.46,21.64,3.82,8.0,1.73,MEMBER15,2024-05-26 18:09:03
19156,3863,TXN-003863,3,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,26.79,3,100.47,80.37,20.1,8.0,6.43,FLASH20,2024-05-26 18:09:03
19157,3863,TXN-003863,4,12,SKU-00012,PureGlow Toothpaste,Personal Care,9.77,9.77,1,9.77,9.77,0.0,8.0,0.78,,2024-05-26 18:09:03
19158,3863,TXN-003863,5,103,SKU-00103,ArcticFresh Frozen Pizza,Frozen,31.2,31.2,1,31.2,31.2,0.0,8.0,2.5,,2024-05-26 18:09:03
19159,3863,TXN-003863,6,73,SKU-00073,SeaHarvest Fish Fingers,Seafood,16.74,16.74,2,33.48,33.48,0.0,8.0,2.68,,2024-05-26 18:09:03
19160,3863,TXN-003863,7,144,SKU-00144,MeadowFresh Yogurt,Dairy,23.78,23.78,2,47.56,47.56,0.0,8.0,3.8,,2024-05-26 18:09:03
19161,3863,TXN-003863,8,67,SKU-00067,SeaHarvest Prawns,Seafood,23.9,23.9,1,23.9,23.9,0.0,8.0,1.91,,2024-05-26 18:09:03
19162,3864,TXN-003864,1,30,SKU-00030,DailyBake Muffins,Bakery,11.93,11.93,1,11.93,11.93,0.0,8.0,0.95,,2024-05-06 15:20:02
19163,3864,TXN-003864,2,115,SKU-00115,GoldenLoaf Muffins,Bakery,2.28,2.28,2,4.56,4.56,0.0,8.0,0.36,,2024-05-06 15:20:02
19164,3864,TXN-003864,3,61,SKU-00061,FrostyFoods Frozen Pizza,Frozen,19.69,19.69,1,19.69,19.69,0.0,8.0,1.58,,2024-05-06 15:20:02
19165,3864,TXN-003864,4,42,SKU-00042,BlueOcean Prawns,Seafood,12.73,12.73,1,12.73,12.73,0.0,8.0,1.02,,2024-05-06 15:20:02
19166,3864,TXN-003864,5,100,SKU-00100,SnackTime Biscuits,Snacks,29.48,29.48,3,88.44,88.44,0.0,8.0,7.08,,2024-05-06 15:20:02
19167,3865,TXN-003865,1,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,1,9.57,9.57,0.0,8.0,0.77,,2024-01-01 20:37:38
19168,3865,TXN-003865,2,121,SKU-00121,GardenFresh Apples,Produce,7.48,7.48,3,22.44,22.44,0.0,8.0,1.8,,2024-01-01 20:37:38
19169,3865,TXN-003865,3,113,SKU-00113,SeaHarvest Salmon Fillet,Seafood,14.31,14.31,2,28.62,28.62,0.0,8.0,2.29,,2024-01-01 20:37:38
19170,3865,TXN-003865,4,61,SKU-00061,FrostyFoods Frozen Pizza,Frozen,19.69,18.71,2,39.38,37.42,1.96,8.0,2.99,BULK5,2024-01-01 20:37:38
19171,3865,TXN-003865,5,119,SKU-00119,FrostyFoods Frozen Peas,Frozen,4.45,4.45,3,13.35,13.35,0.0,8.0,1.07,,2024-01-01 20:37:38
19172,3866,TXN-003866,1,94,SKU-00094,PureGlow Toothpaste,Personal Care,26.41,26.41,1,26.41,26.41,0.0,8.0,2.11,,2024-11-30 15:07:08
19173,3866,TXN-003866,2,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,14.61,2,32.46,29.22,3.24,8.0,2.34,PROMO10,2024-11-30 15:07:08
19174,3866,TXN-003866,3,90,SKU-00090,PrimeChoice Minced Beef,Meat,22.17,21.06,1,22.17,21.06,1.11,8.0,1.68,WEEKEND5,2024-11-30 15:07:08
19175,3866,TXN-003866,4,16,SKU-00016,CitrusBurst Apple Juice,Beverages,9.2,9.2,6,55.2,55.2,0.0,8.0,4.42,,2024-11-30 15:07:08
19176,3867,TXN-003867,1,98,SKU-00098,MeadowFresh Yogurt,Dairy,28.67,28.67,1,28.67,28.67,0.0,8.0,2.29,,2025-03-10 12:50:59
19177,3867,TXN-003867,2,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,31.82,1,33.49,31.82,1.67,8.0,2.55,BULK5,2025-03-10 12:50:59
19178,3867,TXN-003867,3,94,SKU-00094,PureGlow Toothpaste,Personal Care,26.41,26.41,1,26.41,26.41,0.0,8.0,2.11,,2025-03-10 12:50:59
19179,3867,TXN-003867,4,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,3,7.17,7.17,0.0,8.0,0.57,,2025-03-10 12:50:59
19180,3867,TXN-003867,5,61,SKU-00061,FrostyFoods Frozen Pizza,Frozen,19.69,19.69,2,39.38,39.38,0.0,8.0,3.15,,2025-03-10 12:50:59
19181,3867,TXN-003867,6,70,SKU-00070,HappySnacks Trail Mix,Snacks,27.28,27.28,4,109.12,109.12,0.0,8.0,8.73,,2025-03-10 12:50:59
19182,3867,TXN-003867,7,83,SKU-00083,SeaHarvest Prawns,Seafood,19.2,19.2,2,38.4,38.4,0.0,8.0,3.07,,2025-03-10 12:50:59
19183,3868,TXN-003868,1,148,SKU-00148,SnackTime Trail Mix,Snacks,2.22,2.22,1,2.22,2.22,0.0,8.0,0.18,,2024-05-09 17:07:02
19184,3868,TXN-003868,2,49,SKU-00049,HappySnacks Potato Chips,Snacks,5.85,5.85,1,5.85,5.85,0.0,8.0,0.47,,2024-05-09 17:07:02
19185,3869,TXN-003869,1,148,SKU-00148,SnackTime Trail Mix,Snacks,2.22,2.22,4,8.88,8.88,0.0,8.0,0.71,,2024-02-08 18:47:40
19186,3869,TXN-003869,2,77,SKU-00077,GreenFields Bananas,Produce,14.99,14.99,3,44.97,44.97,0.0,8.0,3.6,,2024-02-08 18:47:40
19187,3870,TXN-003870,1,36,SKU-00036,MeadowFresh Cheese,Dairy,35.49,35.49,2,70.98,70.98,0.0,8.0,5.68,,2024-02-05 17:56:50
19188,3870,TXN-003870,2,126,SKU-00126,ThirstQuench Orange Juice,Beverages,25.36,25.36,1,25.36,25.36,0.0,8.0,2.03,,2024-02-05 17:56:50
19189,3870,TXN-003870,3,98,SKU-00098,MeadowFresh Yogurt,Dairy,28.67,28.67,1,28.67,28.67,0.0,8.0,2.29,,2024-02-05 17:56:50
19190,3870,TXN-003870,4,137,SKU-00137,GoldenLoaf Wholemeal Bread,Bakery,14.84,14.84,3,44.52,44.52,0.0,8.0,3.56,,2024-02-05 17:56:50
19191,3870,TXN-003870,5,29,SKU-00029,ArcticFresh Fish Fillets,Frozen,2.06,2.06,2,4.12,4.12,0.0,8.0,0.33,,2024-02-05 17:56:50
19192,3870,TXN-003870,6,96,SKU-00096,FarmHouse Yogurt,Dairy,4.82,4.82,1,4.82,4.82,0.0,8.0,0.39,,2024-02-05 17:56:50
19193,3871,TXN-003871,1,118,SKU-00118,MeadowFresh Milk,Dairy,13.27,12.61,2,26.54,25.22,1.32,8.0,2.02,BULK5,2025-03-19 15:11:01
19194,3871,TXN-003871,2,146,SKU-00146,SnackTime Trail Mix,Snacks,11.07,11.07,2,22.14,22.14,0.0,8.0,1.77,,2025-03-19 15:11:01
19195,3871,TXN-003871,3,77,SKU-00077,GreenFields Bananas,Produce,14.99,14.99,1,14.99,14.99,0.0,8.0,1.2,,2025-03-19 15:11:01
19196,3872,TXN-003872,1,16,SKU-00016,CitrusBurst Apple Juice,Beverages,9.2,9.2,1,9.2,9.2,0.0,8.0,0.74,,2024-05-14 09:44:06
19197,3872,TXN-003872,2,129,SKU-00129,CitrusBurst Apple Juice,Beverages,30.45,30.45,2,60.9,60.9,0.0,8.0,4.87,,2024-05-14 09:44:06
19198,3872,TXN-003872,3,5,SKU-00005,GreenFields Apples,Produce,1.64,1.64,3,4.92,4.92,0.0,8.0,0.39,,2024-05-14 09:44:06
19199,3872,TXN-003872,4,138,SKU-00138,BlueOcean Fish Fingers,Seafood,71.21,71.21,2,142.42,142.42,0.0,8.0,11.39,,2024-05-14 09:44:06
19200,3872,TXN-003872,5,27,SKU-00027,GoldenLoaf Muffins,Bakery,39.81,37.82,1,39.81,37.82,1.99,8.0,3.03,BULK5,2024-05-14 09:44:06
19201,3872,TXN-003872,6,133,SKU-00133,GoldenLoaf White Bread,Bakery,21.12,20.06,2,42.24,40.12,2.12,8.0,3.21,BULK5,2024-05-14 09:44:06
19202,3872,TXN-003872,7,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,2,66.98,66.98,0.0,8.0,5.36,,2024-05-14 09:44:06
19203,3873,TXN-003873,1,16,SKU-00016,CitrusBurst Apple Juice,Beverages,9.2,9.2,1,9.2,9.2,0.0,8.0,0.74,,2024-03-12 13:55:32
19204,3873,TXN-003873,2,79,SKU-00079,CitrusBurst Green Tea,Beverages,10.09,9.59,2,20.18,19.18,1.0,8.0,1.53,BULK5,2024-03-12 13:55:32
19205,3873,TXN-003873,3,33,SKU-00033,GoldenLoaf White Bread,Bakery,21.53,21.53,3,64.59,64.59,0.0,8.0,5.17,,2024-03-12 13:55:32
19206,3873,TXN-003873,4,82,SKU-00082,CrunchyBite Trail Mix,Snacks,3.36,3.36,4,13.44,13.44,0.0,8.0,1.08,,2024-03-12 13:55:32
19207,3873,TXN-003873,5,109,SKU-00109,PrimeChoice Pork Chops,Meat,61.9,61.9,1,61.9,61.9,0.0,8.0,4.95,,2024-03-12 13:55:32
19208,3873,TXN-003873,6,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,1,14.95,14.95,0.0,8.0,1.2,,2024-03-12 13:55:32
19209,3874,TXN-003874,1,145,SKU-00145,GreenFields Tomatoes,Produce,1.24,1.18,3,3.72,3.54,0.18,8.0,0.28,WEEKEND5,2024-12-29 10:31:57
19210,3874,TXN-003874,2,122,SKU-00122,PureGlow Shampoo,Personal Care,25.27,24.01,2,50.54,48.02,2.52,8.0,3.84,WEEKEND5,2024-12-29 10:31:57
19211,3874,TXN-003874,3,23,SKU-00023,FrostyFoods Frozen Peas,Frozen,16.85,16.85,1,16.85,16.85,0.0,8.0,1.35,,2024-12-29 10:31:57
19212,3874,TXN-003874,4,12,SKU-00012,PureGlow Toothpaste,Personal Care,9.77,9.77,2,19.54,19.54,0.0,8.0,1.56,,2024-12-29 10:31:57
19213,3874,TXN-003874,5,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,26.79,5,167.45,133.95,33.5,8.0,10.72,FLASH20,2024-12-29 10:31:57
19214,3874,TXN-003874,6,32,SKU-00032,GoldenLoaf Croissant,Bakery,44.22,42.01,3,132.66,126.03,6.63,8.0,10.08,WEEKEND5,2024-12-29 10:31:57
19215,3874,TXN-003874,7,68,SKU-00068,PrimeChoice Chicken Breast,Meat,17.85,17.85,2,35.7,35.7,0.0,8.0,2.86,,2024-12-29 10:31:57
19216,3875,TXN-003875,1,52,SKU-00052,SnackTime Potato Chips,Snacks,32.98,32.98,1,32.98,32.98,0.0,8.0,2.64,,2025-02-02 21:04:10
19217,3875,TXN-003875,2,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,15.42,2,32.46,30.84,1.62,8.0,2.47,WEEKEND5,2025-02-02 21:04:10
19218,3875,TXN-003875,3,34,SKU-00034,HappySnacks Potato Chips,Snacks,18.55,18.55,2,37.1,37.1,0.0,8.0,2.97,,2025-02-02 21:04:10
19219,3875,TXN-003875,4,6,SKU-00006,GoldenLoaf White Bread,Bakery,26.17,26.17,2,52.34,52.34,0.0,8.0,4.19,,2025-02-02 21:04:10
19220,3875,TXN-003875,5,79,SKU-00079,CitrusBurst Green Tea,Beverages,10.09,9.08,4,40.36,36.32,4.04,8.0,2.91,PROMO10,2025-02-02 21:04:10
19221,3875,TXN-003875,6,116,SKU-00116,FrostyFoods Fish Fillets,Frozen,9.93,9.93,3,29.79,29.79,0.0,8.0,2.38,,2025-02-02 21:04:10
19222,3875,TXN-003875,7,120,SKU-00120,GoldenLoaf Wholemeal Bread,Bakery,23.58,23.58,2,47.16,47.16,0.0,8.0,3.77,,2025-02-02 21:04:10
19223,3875,TXN-003875,8,106,SKU-00106,ThirstQuench Green Tea,Beverages,5.43,4.34,2,10.86,8.68,2.18,8.0,0.69,FLASH20,2025-02-02 21:04:10
19224,3875,TXN-003875,9,70,SKU-00070,HappySnacks Trail Mix,Snacks,27.28,25.92,1,27.28,25.92,1.36,8.0,2.07,WEEKEND5,2025-02-02 21:04:10
19225,3876,TXN-003876,1,5,SKU-00005,GreenFields Apples,Produce,1.64,1.64,2,3.28,3.28,0.0,8.0,0.26,,2024-08-06 20:33:47
19226,3876,TXN-003876,2,115,SKU-00115,GoldenLoaf Muffins,Bakery,2.28,2.28,2,4.56,4.56,0.0,8.0,0.36,,2024-08-06 20:33:47
19227,3877,TXN-003877,1,31,SKU-00031,FrostyFoods Frozen Peas,Frozen,28.96,28.96,3,86.88,86.88,0.0,8.0,6.95,,2024-04-03 20:18:25
19228,3877,TXN-003877,2,149,SKU-00149,CoolSip Apple Juice,Beverages,4.29,4.29,4,17.16,17.16,0.0,8.0,1.37,,2024-04-03 20:18:25
19229,3877,TXN-003877,3,102,SKU-00102,MeadowFresh Cheese,Dairy,3.07,3.07,1,3.07,3.07,0.0,8.0,0.25,,2024-04-03 20:18:25
19230,3877,TXN-003877,4,76,SKU-00076,PrimeChoice Sausages,Meat,52.38,52.38,2,104.76,104.76,0.0,8.0,8.38,,2024-04-03 20:18:25
19231,3877,TXN-003877,5,38,SKU-00038,DailyBake Croissant,Bakery,21.83,20.74,2,43.66,41.48,2.18,8.0,3.32,BULK5,2024-04-03 20:18:25
19232,3877,TXN-003877,6,71,SKU-00071,ButcherSelect Pork Chops,Meat,32.36,32.36,1,32.36,32.36,0.0,8.0,2.59,,2024-04-03 20:18:25
19233,3878,TXN-003878,1,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,3,7.17,7.17,0.0,8.0,0.57,,2025-04-25 10:12:28
19234,3878,TXN-003878,2,39,SKU-00039,FrostyFoods Ice Cream,Frozen,2.42,2.3,2,4.84,4.6,0.24,8.0,0.37,BULK5,2025-04-25 10:12:28
19235,3878,TXN-003878,3,118,SKU-00118,MeadowFresh Milk,Dairy,13.27,13.27,2,26.54,26.54,0.0,8.0,2.12,,2025-04-25 10:12:28
19236,3878,TXN-003878,4,1,SKU-00001,SparklePro Laundry Detergent,Household,7.75,7.75,1,7.75,7.75,0.0,8.0,0.62,,2025-04-25 10:12:28
19237,3878,TXN-003878,5,35,SKU-00035,PureGlow Hand Soap,Personal Care,31.36,31.36,2,62.72,62.72,0.0,8.0,5.02,,2025-04-25 10:12:28
19238,3878,TXN-003878,6,29,SKU-00029,ArcticFresh Fish Fillets,Frozen,2.06,2.06,3,6.18,6.18,0.0,8.0,0.49,,2025-04-25 10:12:28
19239,3878,TXN-003878,7,15,SKU-00015,CleanHome Trash Bags,Household,25.44,25.44,2,50.88,50.88,0.0,8.0,4.07,,2025-04-25 10:12:28
19240,3879,TXN-003879,1,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,4,9.56,9.56,0.0,8.0,0.76,,2025-01-14 15:04:54
19241,3879,TXN-003879,2,36,SKU-00036,MeadowFresh Cheese,Dairy,35.49,35.49,2,70.98,70.98,0.0,8.0,5.68,,2025-01-14 15:04:54
19242,3879,TXN-003879,3,149,SKU-00149,CoolSip Apple Juice,Beverages,4.29,4.08,2,8.58,8.16,0.42,8.0,0.65,BULK5,2025-01-14 15:04:54
19243,3879,TXN-003879,4,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,2,29.9,29.9,0.0,8.0,2.39,,2025-01-14 15:04:54
19244,3879,TXN-003879,5,145,SKU-00145,GreenFields Tomatoes,Produce,1.24,1.24,1,1.24,1.24,0.0,8.0,0.1,,2025-01-14 15:04:54
19245,3879,TXN-003879,6,97,SKU-00097,GreenFields Apples,Produce,5.37,5.1,2,10.74,10.2,0.54,8.0,0.82,BULK5,2025-01-14 15:04:54
19246,3880,TXN-003880,1,136,SKU-00136,MeadowFresh Milk,Dairy,12.07,11.47,2,24.14,22.94,1.2,8.0,1.84,BULK5,2025-02-17 15:32:45
19247,3880,TXN-003880,2,125,SKU-00125,GreenFields Apples,Produce,9.57,9.57,2,19.14,19.14,0.0,8.0,1.53,,2025-02-17 15:32:45
19248,3880,TXN-003880,3,14,SKU-00014,CleanHome Paper Towels,Household,29.38,29.38,1,29.38,29.38,0.0,8.0,2.35,,2025-02-17 15:32:45
19249,3880,TXN-003880,4,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,3,44.85,44.85,0.0,8.0,3.59,,2025-02-17 15:32:45
19250,3880,TXN-003880,5,52,SKU-00052,SnackTime Potato Chips,Snacks,32.98,32.98,4,131.92,131.92,0.0,8.0,10.55,,2025-02-17 15:32:45
19251,3881,TXN-003881,1,10,SKU-00010,DailyBake Muffins,Bakery,28.73,28.73,1,28.73,28.73,0.0,8.0,2.3,,2025-02-07 13:04:09
19252,3881,TXN-003881,2,111,SKU-00111,HarmonyCare Body Wash,Personal Care,10.39,10.39,2,20.78,20.78,0.0,8.0,1.66,,2025-02-07 13:04:09
19253,3881,TXN-003881,3,46,SKU-00046,ThirstQuench Apple Juice,Beverages,43.06,43.06,3,129.18,129.18,0.0,8.0,10.33,,2025-02-07 13:04:09
19254,3881,TXN-003881,4,24,SKU-00024,CoolSip Green Tea,Beverages,19.13,18.17,3,57.39,54.51,2.88,8.0,4.36,BULK5,2025-02-07 13:04:09
19255,3882,TXN-003882,1,14,SKU-00014,CleanHome Paper Towels,Household,29.38,27.91,1,29.38,27.91,1.47,8.0,2.23,WEEKEND5,2024-02-03 10:50:08
19256,3882,TXN-003882,2,140,SKU-00140,BlueOcean Squid Rings,Seafood,38.31,38.31,1,38.31,38.31,0.0,8.0,3.06,,2024-02-03 10:50:08
19257,3882,TXN-003882,3,38,SKU-00038,DailyBake Croissant,Bakery,21.83,21.83,2,43.66,43.66,0.0,8.0,3.49,,2024-02-03 10:50:08
19258,3882,TXN-003882,4,66,SKU-00066,CleanHome Trash Bags,Household,24.92,24.92,2,49.84,49.84,0.0,8.0,3.99,,2024-02-03 10:50:08
19259,3882,TXN-003882,5,88,SKU-00088,SeaHarvest Squid Rings,Seafood,45.96,39.07,1,45.96,39.07,6.89,8.0,3.13,MEMBER15,2024-02-03 10:50:08
19260,3883,TXN-003883,1,112,SKU-00112,CleanHome Laundry Detergent,Household,26.45,26.45,2,52.9,52.9,0.0,8.0,4.23,,2025-05-26 15:37:37
19261,3883,TXN-003883,2,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,4,133.96,133.96,0.0,8.0,10.72,,2025-05-26 15:37:37
19262,3883,TXN-003883,3,114,SKU-00114,FrostyFoods Frozen Pizza,Frozen,35.1,35.1,1,35.1,35.1,0.0,8.0,2.81,,2025-05-26 15:37:37
19263,3883,TXN-003883,4,72,SKU-00072,FrostyFoods Frozen Peas,Frozen,34.87,33.13,4,139.48,132.52,6.96,8.0,10.6,BULK5,2025-05-26 15:37:37
19264,3883,TXN-003883,5,142,SKU-00142,FarmHouse Cheese,Dairy,4.02,4.02,2,8.04,8.04,0.0,8.0,0.64,,2025-05-26 15:37:37
19265,3883,TXN-003883,6,68,SKU-00068,PrimeChoice Chicken Breast,Meat,17.85,17.85,2,35.7,35.7,0.0,8.0,2.86,,2025-05-26 15:37:37
19266,3883,TXN-003883,7,30,SKU-00030,DailyBake Muffins,Bakery,11.93,11.33,1,11.93,11.33,0.6,8.0,0.91,BULK5,2025-05-26 15:37:37
19267,3884,TXN-003884,1,82,SKU-00082,CrunchyBite Trail Mix,Snacks,3.36,3.19,2,6.72,6.38,0.34,8.0,0.51,BULK5,2024-02-02 11:56:57
19268,3884,TXN-003884,2,44,SKU-00044,CrunchyBite Potato Chips,Snacks,16.23,16.23,1,16.23,16.23,0.0,8.0,1.3,,2024-02-02 11:56:57
19269,3884,TXN-003884,3,107,SKU-00107,GardenFresh Lettuce,Produce,16.85,16.85,1,16.85,16.85,0.0,8.0,1.35,,2024-02-02 11:56:57
19270,3885,TXN-003885,1,42,SKU-00042,BlueOcean Prawns,Seafood,12.73,12.73,2,25.46,25.46,0.0,8.0,2.04,,2024-01-15 19:53:52
19271,3885,TXN-003885,2,9,SKU-00009,PrimeChoice Pork Chops,Meat,29.63,29.63,2,59.26,59.26,0.0,8.0,4.74,,2024-01-15 19:53:52
19272,3885,TXN-003885,3,27,SKU-00027,GoldenLoaf Muffins,Bakery,39.81,39.81,2,79.62,79.62,0.0,8.0,6.37,,2024-01-15 19:53:52
19273,3885,TXN-003885,4,135,SKU-00135,CoolSip Orange Juice,Beverages,15.99,15.19,4,63.96,60.76,3.2,8.0,4.86,BULK5,2024-01-15 19:53:52
19274,3885,TXN-003885,5,76,SKU-00076,PrimeChoice Sausages,Meat,52.38,52.38,1,52.38,52.38,0.0,8.0,4.19,,2024-01-15 19:53:52
19275,3885,TXN-003885,6,29,SKU-00029,ArcticFresh Fish Fillets,Frozen,2.06,2.06,3,6.18,6.18,0.0,8.0,0.49,,2024-01-15 19:53:52
19276,3886,TXN-003886,1,149,SKU-00149,CoolSip Apple Juice,Beverages,4.29,4.29,1,4.29,4.29,0.0,8.0,0.34,,2024-09-30 12:52:55
19277,3886,TXN-003886,2,26,SKU-00026,FarmHouse Milk,Dairy,6.78,6.78,1,6.78,6.78,0.0,8.0,0.54,,2024-09-30 12:52:55
19278,3886,TXN-003886,3,9,SKU-00009,PrimeChoice Pork Chops,Meat,29.63,29.63,1,29.63,29.63,0.0,8.0,2.37,,2024-09-30 12:52:55
19279,3886,TXN-003886,4,97,SKU-00097,GreenFields Apples,Produce,5.37,5.1,2,10.74,10.2,0.54,8.0,0.82,BULK5,2024-09-30 12:52:55
19280,3886,TXN-003886,5,126,SKU-00126,ThirstQuench Orange Juice,Beverages,25.36,25.36,1,25.36,25.36,0.0,8.0,2.03,,2024-09-30 12:52:55
19281,3886,TXN-003886,6,55,SKU-00055,PrimeChoice Sausages,Meat,45.01,42.76,2,90.02,85.52,4.5,8.0,6.84,BULK5,2024-09-30 12:52:55
19282,3886,TXN-003886,7,139,SKU-00139,MilkyWay Milk,Dairy,14.95,14.95,2,29.9,29.9,0.0,8.0,2.39,,2024-09-30 12:52:55
19283,3887,TXN-003887,1,128,SKU-00128,FarmHouse Milk,Dairy,12.47,11.85,1,12.47,11.85,0.62,8.0,0.95,BULK5,2024-10-08 15:31:58
19284,3887,TXN-003887,2,89,SKU-00089,GardenFresh Tomatoes,Produce,25.96,25.96,4,103.84,103.84,0.0,8.0,8.31,,2024-10-08 15:31:58
19285,3887,TXN-003887,3,75,SKU-00075,FrostyFoods Frozen Pizza,Frozen,21.35,21.35,1,21.35,21.35,0.0,8.0,1.71,,2024-10-08 15:31:58
19286,3888,TXN-003888,1,1,SKU-00001,SparklePro Laundry Detergent,Household,7.75,7.36,1,7.75,7.36,0.39,8.0,0.59,BULK5,2025-02-24 11:47:40
19287,3888,TXN-003888,2,49,SKU-00049,HappySnacks Potato Chips,Snacks,5.85,5.56,3,17.55,16.68,0.87,8.0,1.33,BULK5,2025-02-24 11:47:40
19288,3888,TXN-003888,3,19,SKU-00019,FarmHouse Butter,Dairy,10.15,10.15,1,10.15,10.15,0.0,8.0,0.81,,2025-02-24 11:47:40
19289,3888,TXN-003888,4,51,SKU-00051,GardenFresh Apples,Produce,27.72,27.72,3,83.16,83.16,0.0,8.0,6.65,,2025-02-24 11:47:40
19290,3888,TXN-003888,5,94,SKU-00094,PureGlow Toothpaste,Personal Care,26.41,26.41,1,26.41,26.41,0.0,8.0,2.11,,2025-02-24 11:47:40
19291,3889,TXN-003889,1,60,SKU-00060,PureGlow Shampoo,Personal Care,56.7,56.7,2,113.4,113.4,0.0,8.0,9.07,,2024-07-31 16:39:38
19292,3889,TXN-003889,2,91,SKU-00091,PrimeChoice Chicken Breast,Meat,28.49,27.07,2,56.98,54.14,2.84,8.0,4.33,BULK5,2024-07-31 16:39:38
19293,3889,TXN-003889,3,141,SKU-00141,HappySnacks Potato Chips,Snacks,33.49,33.49,2,66.98,66.98,0.0,8.0,5.36,,2024-07-31 16:39:38
19294,3889,TXN-003889,4,103,SKU-00103,ArcticFresh Frozen Pizza,Frozen,31.2,31.2,4,124.8,124.8,0.0,8.0,9.98,,2024-07-31 16:39:38
19295,3889,TXN-003889,5,8,SKU-00008,PureGlow Toothpaste,Personal Care,18.08,18.08,2,36.16,36.16,0.0,8.0,2.89,,2024-07-31 16:39:38
19296,3890,TXN-003890,1,133,SKU-00133,GoldenLoaf White Bread,Bakery,21.12,21.12,1,21.12,21.12,0.0,8.0,1.69,,2025-01-09 10:51:52
19297,3890,TXN-003890,2,45,SKU-00045,HappySnacks Potato Chips,Snacks,2.39,2.39,1,2.39,2.39,0.0,8.0,0.19,,2025-01-09 10:51:52
